ko;RNA_PA_A_T1_insitu;RNA_PA_A_T1_plant;RNA_PA_A_T3_insitu;RNA_PA_A_T3_plant;RNA_SG_A_T1_insitu;RNA_SG_A_T1_plant;RNA_SG_A_T3_insitu;RNA_SG_A_T3_plant
ko:K08952;0;0;0;0;0;0;0;4
ko:K08953;0;0;0;0;0;0;0;2
ko:K08954;0;0;0;0;0;0;0;2
ko:K08961;4;4;0;0;2;4;0;0
ko:K08963;32;25;33;35;15;16;7;0
ko:K08964;9;15;3;5;2;0;0;0
ko:K08965;948;706;85;106;12;50;31;6
ko:K08966;0;0;0;0;0;0;0;0
ko:K08967;10;23;21;13;1;0;8;0
ko:K08968;20;38;12;28;1;3;2;0
ko:K08969;14;2;0;0;0;2;0;0
ko:K08970;9;3;9;12;0;0;0;0
ko:K08972;16;7;11;33;10;0;1;0
ko:K08973;10;8;1;4;2;5;0;0
ko:K08974;8;4;3;7;0;0;0;0
ko:K08975;1;0;0;0;2;4;0;1
ko:K08976;6;9;15;7;4;0;3;3
ko:K08977;0;0;0;0;0;0;0;0
ko:K08978;1;4;2;1;0;0;0;0
ko:K08979;1;0;0;0;2;1;0;3
ko:K08981;49;26;6;9;5;0;2;0
ko:K08982;12;4;2;10;0;0;0;1
ko:K08983;0;2;0;3;0;0;0;0
ko:K08984;2;0;0;0;6;1;1;0
ko:K08985;4;0;4;0;0;0;0;0
ko:K08986;0;2;0;0;0;0;0;0
ko:K08987;3;2;4;3;1;0;0;0
ko:K08988;6;11;2;2;2;0;0;0
ko:K08989;1;6;2;0;0;0;0;0
ko:K08990;0;0;0;0;0;0;0;0
ko:K08992;5;4;6;8;1;1;0;0
ko:K08994;4;4;11;5;3;4;2;0
ko:K08995;177;223;139;157;106;187;205;39
ko:K08996;55;46;26;24;0;0;0;0
ko:K08997;15;4;10;4;1;5;4;3
ko:K08998;35;14;7;14;5;5;5;6
ko:K08999;213;170;106;109;34;48;42;27
ko:K09000;1;1;9;12;4;2;0;2
ko:K09001;77;47;20;34;6;7;3;1
ko:K09002;0;0;0;4;1;0;0;0
ko:K09003;1;1;4;3;4;7;9;0
ko:K09004;19;19;21;18;5;1;3;3
ko:K09005;45;44;25;22;7;1;0;1
ko:K09006;0;0;0;0;0;0;0;0
ko:K09007;65;63;10;21;3;7;6;5
ko:K09009;7;3;2;1;2;2;4;1
ko:K09011;0;0;0;0;0;3;0;0
ko:K09012;0;0;0;0;5;0;0;0
ko:K09013;376;226;203;174;75;95;78;21
ko:K09014;1528;993;694;586;286;337;360;137
ko:K09015;322;161;258;171;71;67;60;23
ko:K09016;1;0;0;0;0;0;0;0
ko:K09017;37;35;24;40;14;4;3;8
ko:K09018;2;2;0;2;3;1;0;1
ko:K09019;22;29;1;2;13;6;2;0
ko:K09020;2;2;4;6;13;7;5;6
ko:K09021;0;0;2;1;0;1;0;0
ko:K09022;37;28;32;45;15;5;5;4
ko:K09023;0;0;0;0;2;0;0;0
ko:K09024;0;4;0;0;4;0;0;0
ko:K09065;35;33;9;17;6;5;2;1
ko:K09116;0;0;4;4;0;0;0;0
ko:K09117;92;95;35;65;17;13;9;11
ko:K09118;227;108;105;99;55;81;46;35
ko:K09120;2;2;0;2;0;5;0;1
ko:K09121;127;92;41;57;7;9;13;7
ko:K09122;9;3;10;2;0;0;0;0
ko:K09123;8;6;2;0;7;10;0;3
ko:K09124;16;2;4;8;0;0;0;0
ko:K09125;35;13;19;18;3;4;2;0
ko:K09126;0;0;0;0;0;0;0;0
ko:K09127;0;0;2;2;0;0;0;0
ko:K09128;2;1;2;0;0;0;0;0
ko:K09129;0;0;0;0;0;0;0;0
ko:K09131;1;6;4;1;0;1;0;2
ko:K09132;0;0;1;0;0;0;0;0
ko:K09134;2;0;0;0;0;1;0;2
ko:K09136;21;28;6;18;36;3;4;5
ko:K09137;5;2;1;0;1;0;0;0
ko:K09138;0;0;0;0;0;0;0;0
ko:K09139;0;0;0;0;0;0;0;0
ko:K09140;0;0;0;0;0;0;0;0
ko:K09141;0;0;1;5;3;0;3;4
ko:K09142;0;0;0;0;2;4;0;0
ko:K09143;0;3;1;6;0;0;0;0
ko:K09144;0;0;0;0;2;0;0;0
ko:K09145;2;2;3;1;0;1;0;0
ko:K09146;2;0;2;0;0;0;0;0
ko:K09147;0;0;0;0;0;0;0;0
ko:K09152;0;0;0;0;0;0;0;0
ko:K09153;13;4;12;2;0;0;0;0
ko:K09154;0;0;0;0;0;0;1;0
ko:K09155;0;0;0;0;5;0;0;0
ko:K09157;2;0;7;8;1;0;6;2
ko:K09158;4;4;4;3;4;1;2;1
ko:K09159;3;8;2;11;2;1;4;2
ko:K09160;1;0;6;2;4;0;0;0
ko:K09161;1;3;0;1;0;0;0;0
ko:K09162;0;0;0;0;0;0;0;0
ko:K09163;25;19;12;4;2;4;1;0
ko:K09164;48;35;26;28;1;1;4;4
ko:K09165;59;36;14;11;25;24;15;5
ko:K09166;20;13;6;11;3;8;5;5
ko:K09167;5;18;0;6;4;0;0;0
ko:K09181;52;19;13;13;32;9;6;5
ko:K09190;25;14;4;0;0;1;4;0
ko:K09251;13;5;29;33;1;0;2;2
ko:K09384;5;0;4;17;1;0;0;1
ko:K09386;52;53;28;16;23;23;16;11
ko:K09388;0;0;0;0;0;0;0;0
ko:K09456;60;90;29;23;12;10;22;6
ko:K09457;23;15;13;26;7;7;11;4
ko:K09458;830;566;342;439;261;216;151;90
ko:K09459;0;2;1;6;2;1;2;0
ko:K09461;42;40;33;49;26;7;6;6
ko:K09469;0;0;0;0;0;0;0;0
ko:K09470;0;2;0;1;0;0;0;0
ko:K09471;17;9;12;24;4;6;7;5
ko:K09472;4;34;4;4;19;2;2;0
ko:K09474;44;25;18;12;4;1;0;4
ko:K09476;0;0;0;0;6;0;0;0
ko:K09477;0;0;2;4;2;0;0;0
ko:K09478;46;26;4;8;6;11;7;5
ko:K09482;1;1;0;1;5;4;2;0
ko:K09483;248;135;2;4;76;65;48;12
ko:K09516;2;0;1;5;0;0;0;0
ko:K09565;8;3;1;3;5;6;2;3
ko:K09607;68;25;15;58;80;91;68;46
ko:K09612;0;0;14;19;0;0;0;0
ko:K09650;0;0;3;2;4;0;0;0
ko:K09680;1;0;0;4;0;0;0;0
ko:K09681;0;0;0;0;0;0;0;0
ko:K09684;40;11;4;5;4;7;4;2
ko:K09685;0;0;0;0;0;0;0;0
ko:K09688;8;11;9;4;0;0;2;1
ko:K09689;29;23;31;46;0;3;3;0
ko:K09690;80;57;34;63;20;8;9;10
ko:K09691;130;76;59;90;19;15;8;5
ko:K09692;25;19;4;4;3;0;2;1
ko:K09693;44;21;10;15;3;1;1;0
ko:K09694;19;18;7;2;3;2;1;3
ko:K09695;57;43;11;10;3;3;0;1
ko:K09696;27;29;14;15;3;2;0;1
ko:K09697;15;28;22;28;1;0;2;3
ko:K09698;9;2;14;15;3;0;0;0
ko:K09699;122;66;36;37;9;15;10;8
ko:K09700;0;0;2;3;0;2;3;3
ko:K09701;2;2;2;0;0;0;0;0
ko:K09702;2;6;0;4;1;1;2;0
ko:K09703;4;2;0;0;7;1;4;0
ko:K09704;0;0;0;0;0;0;0;0
ko:K09705;9;9;1;7;2;0;0;0
ko:K09706;0;0;0;0;0;0;0;0
ko:K09707;6;6;0;9;2;2;0;0
ko:K09709;1;0;3;4;4;2;1;1
ko:K09710;96;130;78;111;58;48;44;19
ko:K09711;0;0;0;0;0;0;0;0
ko:K09712;0;1;0;0;0;0;0;0
ko:K09715;0;0;0;0;0;0;0;0
ko:K09720;56;21;0;9;0;0;0;0
ko:K09721;2;6;4;0;16;13;3;4
ko:K09722;0;0;1;0;0;0;0;0
ko:K09723;0;0;0;0;0;2;0;2
ko:K09726;6;7;2;0;2;5;2;2
ko:K09729;0;0;0;0;0;0;0;0
ko:K09733;0;0;0;0;0;0;0;0
ko:K09736;0;0;0;0;1;0;2;0
ko:K09738;0;0;0;0;0;0;0;0
ko:K09740;0;0;0;0;0;0;0;0
ko:K09744;25;9;3;5;0;6;0;0
ko:K09747;99;75;51;71;31;16;17;9
ko:K09748;117;101;91;119;24;25;15;21
ko:K09749;37;39;34;41;2;1;0;2
ko:K09758;0;0;0;0;58;48;9;11
ko:K09759;38;16;14;8;2;5;7;1
ko:K09760;34;48;29;74;45;32;13;11
ko:K09761;30;39;21;33;11;1;9;2
ko:K09762;17;8;6;4;9;4;8;4
ko:K09763;12;4;3;6;5;1;1;1
ko:K09764;22;25;5;13;3;6;2;0
ko:K09765;0;0;0;0;0;0;0;0
ko:K09766;30;9;8;4;10;18;14;0
ko:K09767;54;61;39;72;27;17;25;26
ko:K09768;13;5;1;5;4;3;0;0
ko:K09769;43;30;34;26;2;1;5;0
ko:K09770;0;0;2;0;0;0;0;0
ko:K09771;5;2;0;5;0;0;1;0
ko:K09772;141;116;31;27;12;20;7;7
ko:K09773;16;15;12;15;25;9;4;7
ko:K09774;34;41;78;115;25;5;5;6
ko:K09775;6;4;5;2;0;0;0;0
ko:K09776;0;0;1;3;0;0;0;0
ko:K09777;2;1;0;1;0;0;0;0
ko:K09778;14;3;2;8;0;1;1;0
ko:K09779;1;1;6;10;0;3;3;1
ko:K09780;15;12;4;17;1;4;6;0
ko:K09781;18;19;17;15;6;12;5;2
ko:K09785;21;27;1;8;4;4;0;0
ko:K09786;96;108;108;87;96;64;61;31
ko:K09787;0;0;0;0;0;0;0;0
ko:K09788;8;17;0;4;5;0;2;0
ko:K09790;13;11;0;3;0;0;0;2
ko:K09791;4;13;17;5;5;8;0;3
ko:K09792;0;0;0;0;4;0;0;1
ko:K09793;29;11;5;8;0;3;0;0
ko:K09794;3;4;3;7;2;6;5;0
ko:K09795;8;11;4;11;16;2;6;5
ko:K09796;4;9;0;9;3;4;0;0
ko:K09797;1;0;1;2;3;5;4;4
ko:K09798;3;2;3;8;3;0;0;0
ko:K09799;4;0;6;10;7;3;3;0
ko:K09800;141;119;110;147;37;35;34;16
ko:K09801;0;9;0;4;2;0;0;0
ko:K09802;0;0;0;0;0;0;0;0
ko:K09803;31;26;22;27;4;3;1;0
ko:K09804;16;70;19;44;0;8;12;1
ko:K09805;2;0;0;0;0;0;0;0
ko:K09806;13;15;13;5;8;3;1;1
ko:K09807;223;92;46;81;14;6;9;7
ko:K09808;84;68;38;86;28;10;20;6
ko:K09809;21;4;3;5;6;5;10;1
ko:K09810;31;32;21;41;13;8;14;5
ko:K09811;59;38;31;47;10;18;15;8
ko:K09812;93;65;34;68;19;27;40;9
ko:K09814;1;0;0;0;0;0;0;0
ko:K09815;33;23;12;8;11;3;0;1
ko:K09816;9;8;2;3;3;4;1;1
ko:K09817;12;7;3;12;4;3;6;4
ko:K09818;41;20;14;22;6;1;0;0
ko:K09819;26;14;19;23;1;0;0;2
ko:K09820;19;5;16;12;1;0;0;4
ko:K09822;2;7;4;7;3;4;0;0
ko:K09823;6;7;6;14;8;7;0;1
ko:K09824;0;0;0;8;43;0;2;0
ko:K09825;66;70;29;20;6;7;16;2
ko:K09826;4;9;13;11;6;5;5;6
ko:K09828;0;0;0;0;0;0;0;0
ko:K09833;2;0;0;0;0;0;0;0
ko:K09834;0;0;0;0;0;0;0;0
ko:K09835;2;0;0;2;0;2;1;0
ko:K09836;11;8;0;3;0;0;0;0
ko:K09844;2;11;1;0;0;0;0;0
ko:K09845;2;5;0;0;0;0;0;2
ko:K09846;5;4;2;9;12;2;0;2
ko:K09847;0;1;3;0;0;0;0;0
ko:K09857;1;0;0;2;1;0;0;0
ko:K09858;4;1;4;6;1;0;0;1
ko:K09859;48;22;6;3;2;0;1;0
ko:K09860;2;1;0;2;0;0;0;0
ko:K09861;127;233;83;116;111;188;233;154
ko:K09862;0;9;2;2;0;0;0;1
ko:K09866;0;0;2;2;0;0;0;0
ko:K09874;16;10;0;4;0;0;0;0
ko:K09879;0;0;4;1;4;0;3;2
ko:K09880;8;9;2;4;0;0;2;0
ko:K09882;19;15;11;21;50;15;15;8
ko:K09883;12;12;14;16;13;10;6;8
ko:K09888;9;4;20;38;17;4;5;6
ko:K09889;18;16;0;6;9;2;2;2
ko:K09891;0;0;0;0;0;0;0;0
ko:K09892;2;9;0;0;27;11;0;0
ko:K09893;0;0;0;0;0;0;0;0
ko:K09895;16;7;0;2;2;2;0;0
ko:K09897;0;0;0;0;0;0;0;0
ko:K09898;0;0;0;0;0;0;2;0
ko:K09902;4;3;0;0;0;0;0;0
ko:K09903;148;122;67;147;77;56;32;24
ko:K09906;0;0;0;0;0;0;0;0
ko:K09908;0;1;0;0;1;1;1;0
ko:K09909;0;0;0;0;0;0;0;0
ko:K09910;0;0;0;0;0;0;0;0
ko:K09912;5;0;1;0;0;0;0;0
ko:K09913;1;3;5;18;2;1;0;2
ko:K09914;4;4;1;3;2;0;2;0
ko:K09915;26;6;5;5;15;5;0;3
ko:K09916;0;0;0;0;0;0;0;0
ko:K09918;0;0;0;0;1;0;0;0
ko:K09919;31;29;8;17;11;4;6;3
ko:K09920;7;12;0;0;5;0;0;0
ko:K09921;29;26;2;15;7;3;0;1
ko:K09922;3;2;0;0;1;3;0;4
ko:K09923;0;0;0;0;0;0;0;0
ko:K09924;3;1;4;4;4;0;4;0
ko:K09925;0;0;0;0;0;0;0;0
ko:K09926;0;0;0;1;6;0;0;0
ko:K09927;37;24;8;10;2;5;2;1
ko:K09928;5;5;2;9;4;2;0;3
ko:K09929;0;0;0;0;0;0;0;0
ko:K09930;157;205;54;113;6;3;4;3
ko:K09931;57;35;35;27;0;0;0;0
ko:K09932;6;2;2;4;2;0;0;0
ko:K09933;9;19;3;8;2;0;0;0
ko:K09934;3;7;0;0;0;0;2;0
ko:K09935;0;0;6;6;1;0;0;0
ko:K09936;12;6;10;7;0;3;0;0
ko:K09937;1;0;1;0;2;1;0;0
ko:K09938;26;19;3;0;0;0;0;0
ko:K09939;0;2;4;6;6;5;2;2
ko:K09940;304;151;17;25;18;12;3;5
ko:K09941;4;5;0;1;7;2;0;0
ko:K09942;20;11;18;40;27;33;20;7
ko:K09944;1;0;2;2;0;0;0;0
ko:K09945;0;2;0;1;26;17;13;5
ko:K09946;11;9;7;20;3;0;0;0
ko:K09947;0;3;0;0;0;0;0;0
ko:K09948;7;1;0;0;4;0;1;0
ko:K09949;3;7;9;24;9;4;4;3
ko:K09950;5;9;0;6;1;0;0;3
ko:K09951;9;11;10;17;1;0;0;0
ko:K09952;11;5;13;29;0;0;0;0
ko:K09953;0;0;0;0;0;0;0;0
ko:K09954;0;0;0;1;1;0;0;2
ko:K09955;25;9;36;58;32;21;17;9
ko:K09956;0;0;0;0;0;0;1;0
ko:K09957;3;6;8;2;0;2;4;0
ko:K09958;2;1;0;0;3;2;0;6
ko:K09959;1;4;11;33;13;8;25;10
ko:K09960;0;0;4;1;0;0;0;0
ko:K09961;0;0;0;0;0;0;0;0
ko:K09962;1;0;3;0;0;0;0;0
ko:K09963;0;0;0;0;0;0;0;0
ko:K09964;0;2;0;0;0;0;0;0
ko:K09965;0;2;0;0;0;0;0;0
ko:K09966;20;19;0;2;0;3;0;0
ko:K09967;21;9;9;2;0;4;1;1
ko:K09968;2;0;4;6;0;0;0;0
ko:K09969;222;166;90;180;155;32;24;20
ko:K09970;44;17;11;16;24;6;1;0
ko:K09971;35;7;12;22;15;5;4;1
ko:K09972;26;21;16;14;27;8;5;3
ko:K09973;36;37;23;33;5;10;14;3
ko:K09974;0;0;2;2;2;0;0;0
ko:K09975;4;2;0;0;0;2;0;0
ko:K09977;0;2;0;0;2;0;0;0
ko:K09978;2;0;7;12;3;1;0;0
ko:K09979;0;0;0;1;0;0;0;0
ko:K09980;9;11;0;0;0;0;0;0
ko:K09981;44;56;23;25;4;5;11;2
ko:K09982;0;0;0;0;0;0;0;0
ko:K09983;10;23;14;22;5;11;4;0
ko:K09984;0;0;0;0;0;0;0;0
ko:K09985;14;19;8;19;20;10;4;2
ko:K09986;4;3;3;8;4;0;1;0
ko:K09987;17;17;17;28;29;21;6;4
ko:K09988;8;11;2;6;1;0;0;0
ko:K09989;17;21;7;35;31;21;15;12
ko:K09990;1;0;4;3;3;0;2;1
ko:K09991;5;11;8;14;6;0;1;4
ko:K09992;103;38;41;90;65;62;16;9
ko:K09994;0;0;0;0;0;0;0;0
ko:K09996;0;0;0;0;0;0;0;0
ko:K09997;0;2;0;2;1;0;0;0
ko:K09999;0;0;0;0;0;0;0;0
ko:K10001;46;103;21;96;178;48;34;19
ko:K10002;4;0;3;0;4;3;2;0
ko:K10003;0;2;6;17;10;1;2;4
ko:K10004;1;3;13;4;9;9;3;4
ko:K10005;108;47;21;29;44;38;19;11
ko:K10006;22;13;5;3;5;2;0;1
ko:K10007;2;4;2;5;2;6;1;0
ko:K10008;30;6;8;11;13;36;6;4
ko:K10009;5;2;2;1;0;2;0;0
ko:K10010;0;2;0;1;1;0;0;0
ko:K10011;0;0;1;0;0;0;0;2
ko:K10012;4;9;5;6;2;2;1;4
ko:K10013;0;0;1;1;0;1;0;0
ko:K10014;0;0;1;1;0;1;0;0
ko:K10015;0;0;0;0;0;0;0;0
ko:K10016;0;0;0;0;0;0;0;0
ko:K10017;0;0;0;0;0;0;0;0
ko:K10018;0;1;2;2;27;5;1;2
ko:K10019;0;0;2;2;0;0;0;0
ko:K10020;0;0;0;0;2;0;0;0
ko:K10021;0;0;0;0;2;0;0;0
ko:K10022;0;4;1;1;0;1;0;0
ko:K10023;0;0;0;0;0;0;0;0
ko:K10024;0;0;0;0;0;0;0;0
ko:K10025;0;0;0;0;4;0;0;0
ko:K10026;22;18;26;30;8;4;2;3
ko:K10027;75;61;25;38;11;13;4;5
ko:K10036;0;0;0;0;0;0;0;0
ko:K10037;2;0;0;0;6;0;0;0
ko:K10038;1;2;0;0;0;0;0;0
ko:K10039;10;15;10;5;0;1;0;2
ko:K10040;2;4;2;7;0;0;0;0
ko:K10041;14;10;6;9;0;0;1;0
ko:K10085;0;0;0;0;0;0;0;0
ko:K10094;0;0;0;0;0;0;0;0
ko:K10107;19;15;32;29;4;1;0;0
ko:K10108;11;38;2;0;3;0;2;3
ko:K10109;13;20;4;4;0;2;0;0
ko:K10110;3;2;0;0;2;0;0;0
ko:K10111;22;48;5;7;13;6;3;7
ko:K10112;724;424;231;255;254;291;292;151
ko:K10117;322;171;48;46;44;73;58;32
ko:K10118;217;72;55;42;16;19;21;7
ko:K10119;36;20;16;21;28;49;31;15
ko:K10120;9;0;5;2;0;0;0;0
ko:K10122;1;0;0;0;0;0;0;0
ko:K10124;0;0;0;0;0;0;0;0
ko:K10125;8;7;13;31;9;0;0;1
ko:K10126;9;9;9;4;2;2;2;2
ko:K10187;2;0;0;0;2;2;0;0
ko:K10188;86;20;20;14;5;1;1;1
ko:K10189;19;10;9;2;2;2;4;1
ko:K10190;5;0;1;0;1;0;2;0
ko:K10191;2;2;0;0;0;3;0;2
ko:K10192;1;0;0;0;1;9;0;0
ko:K10193;0;0;0;0;6;0;2;0
ko:K10194;4;1;0;0;3;0;0;0
ko:K10195;28;19;14;13;1;6;2;2
ko:K10199;0;0;0;0;0;0;0;0
ko:K10200;51;23;3;7;35;20;19;4
ko:K10201;16;6;5;11;4;8;0;4
ko:K10202;11;6;0;6;7;6;3;2
ko:K10206;69;48;31;24;9;5;8;4
ko:K10208;2;0;2;0;0;0;0;0
ko:K10209;0;0;0;0;0;0;0;0
ko:K10210;0;0;0;0;0;0;0;0
ko:K10211;0;0;0;0;0;0;0;0
ko:K10212;0;0;0;0;0;0;0;0
ko:K10213;2;2;1;0;0;0;0;0
ko:K10215;6;0;2;0;2;3;4;1
ko:K10216;26;17;4;2;0;2;0;0
ko:K10217;22;15;1;9;0;0;1;0
ko:K10218;21;13;6;2;4;2;0;0
ko:K10219;22;10;6;6;13;5;5;7
ko:K10220;2;2;1;1;5;8;7;5
ko:K10221;0;0;5;0;0;1;1;1
ko:K10222;0;0;0;0;0;0;0;0
ko:K10227;60;21;13;13;89;55;34;26
ko:K10228;22;3;10;5;15;29;15;10
ko:K10229;14;4;5;12;17;20;18;8
ko:K10231;0;0;0;0;0;2;1;1
ko:K10232;279;136;147;158;48;63;37;8
ko:K10233;80;34;26;10;20;19;6;4
ko:K10234;50;24;14;14;7;15;7;3
ko:K10235;0;0;0;0;1;0;1;0
ko:K10236;290;237;16;22;6;9;5;4
ko:K10237;163;64;20;31;9;6;4;4
ko:K10238;23;21;1;1;0;2;0;0
ko:K10240;22;11;14;8;6;17;17;8
ko:K10241;95;30;13;13;1;2;4;2
ko:K10242;38;20;5;0;7;10;4;2
ko:K10253;0;1;0;0;1;0;0;2
ko:K10254;0;0;0;0;0;0;0;0
ko:K10255;60;55;17;34;1;4;3;0
ko:K10257;0;0;0;0;0;0;0;0
ko:K10277;0;2;0;0;0;0;0;0
ko:K10297;2;0;1;10;3;0;0;0
ko:K10439;725;378;374;412;295;277;112;80
ko:K10440;151;59;54;65;54;56;50;9
ko:K10441;257;98;93;116;61;57;45;22
ko:K10530;0;0;0;0;0;0;0;0
ko:K10531;2;0;2;6;0;3;3;0
ko:K10533;0;0;0;0;0;0;0;0
ko:K10535;0;0;26;60;83;0;0;0
ko:K10536;6;10;20;19;16;3;6;2
ko:K10537;12;3;15;18;0;0;0;0
ko:K10538;0;0;0;2;0;0;0;1
ko:K10539;9;4;2;5;0;4;3;0
ko:K10540;0;0;0;0;0;0;2;0
ko:K10541;1;0;0;3;0;0;0;0
ko:K10542;2;0;2;0;1;0;0;0
ko:K10543;46;59;28;26;73;58;36;55
ko:K10544;9;6;9;4;17;26;8;6
ko:K10545;12;17;8;4;14;18;14;10
ko:K10546;4;5;10;16;58;67;24;16
ko:K10547;0;2;5;0;21;32;6;4
ko:K10548;6;0;8;6;16;32;15;9
ko:K10549;0;0;0;0;0;0;0;0
ko:K10552;53;34;27;30;46;50;16;10
ko:K10553;6;1;7;7;14;24;3;3
ko:K10554;7;3;0;6;17;14;9;6
ko:K10555;0;2;3;1;0;2;0;1
ko:K10556;4;1;2;0;0;0;0;0
ko:K10557;0;0;0;0;0;0;0;0
ko:K10558;0;0;0;0;0;0;0;0
ko:K10559;70;50;37;36;30;31;15;17
ko:K10560;20;6;7;4;1;2;6;0
ko:K10561;0;9;4;2;6;11;11;9
ko:K10562;30;8;6;8;16;14;12;1
ko:K10563;123;62;43;39;12;16;10;11
ko:K10564;0;0;0;1;0;0;0;0
ko:K10565;0;0;0;2;0;0;0;0
ko:K10616;0;0;0;0;0;0;0;0
ko:K10617;2;4;0;5;0;0;0;3
ko:K10619;0;0;0;1;9;21;8;6
ko:K10620;0;0;0;0;0;2;0;0
ko:K10621;0;0;0;0;0;0;0;0
ko:K10622;2;2;0;0;2;0;0;0
ko:K10623;0;0;0;0;0;0;0;0
ko:K10670;442;264;27;13;3;0;0;2
ko:K10671;327;277;21;35;7;0;2;2
ko:K10672;288;212;32;29;0;0;0;2
ko:K10673;0;0;0;0;0;0;0;0
ko:K10674;10;6;19;19;18;11;11;6
ko:K10676;0;0;2;4;1;1;3;0
ko:K10677;0;0;0;0;0;0;0;0
ko:K10678;0;0;2;4;0;0;0;0
ko:K10679;0;0;0;0;0;0;0;0
ko:K10680;9;10;6;26;15;3;2;2
ko:K10681;0;0;12;17;0;0;0;0
ko:K10682;0;0;0;0;0;0;0;0
ko:K10697;4;0;0;0;0;0;0;0
ko:K10700;0;0;78;195;32;66;197;45
ko:K10701;0;0;0;0;0;0;0;0
ko:K10702;23;15;4;2;0;2;0;0
ko:K10709;0;0;0;0;0;0;0;0
ko:K10710;0;0;0;0;0;0;0;0
ko:K10711;0;0;0;0;0;0;0;0
ko:K10713;11;4;11;18;35;31;30;39
ko:K10714;3;0;7;14;0;0;2;1
ko:K10715;43;45;18;59;13;2;2;2
ko:K10716;166;145;42;64;13;13;11;4
ko:K10725;0;0;0;1;3;8;3;4
ko:K10726;12547;7632;8011;7688;11957;14227;20569;7576
ko:K10742;1;0;0;1;0;0;0;0
ko:K10747;33;35;17;28;6;19;14;5
ko:K10754;0;0;0;0;0;0;0;0
ko:K10763;6;8;4;0;2;0;4;0
ko:K10764;12;13;17;32;6;13;4;4
ko:K10773;94;53;71;66;21;24;20;3
ko:K10774;2;2;0;0;2;0;2;0
ko:K10775;0;0;0;0;0;0;0;0
ko:K10778;23;14;30;70;9;8;6;3
ko:K10780;5;4;1;2;0;2;0;0
ko:K10793;0;0;0;0;0;0;0;0
ko:K10794;28;12;0;5;2;2;2;4
ko:K10797;0;0;0;0;0;0;0;0
ko:K10798;0;0;4;15;1;1;0;0
ko:K10799;0;0;0;0;0;0;0;0
ko:K10800;2;0;3;0;0;4;0;0
ko:K10804;23;26;29;43;15;4;3;7
ko:K10805;24;36;8;11;6;7;5;2
ko:K10806;16;11;10;13;2;8;6;2
ko:K10810;0;0;0;5;0;0;0;0
ko:K10811;0;0;0;0;0;0;0;0
ko:K10814;0;0;2;9;0;0;0;0
ko:K10815;0;2;2;0;0;0;0;2
ko:K10816;2;4;0;2;2;0;0;0
ko:K10817;7;6;0;4;0;0;0;0
ko:K10819;7;2;6;4;0;0;2;0
ko:K10820;0;0;0;0;2;0;0;0
ko:K10822;0;0;0;0;1;0;2;0
ko:K10823;296;125;100;78;29;56;35;27
ko:K10824;21;4;3;3;0;0;2;0
ko:K10830;0;0;0;0;0;0;0;0
ko:K10831;4;1;2;9;0;0;0;2
ko:K10834;7;2;0;0;1;0;3;0
ko:K10843;36;16;29;31;15;23;16;10
ko:K10844;4;8;2;6;0;0;0;0
ko:K10848;0;0;0;0;0;2;0;0
ko:K10850;0;0;0;0;0;0;0;0
ko:K10851;2;0;0;0;0;0;0;0
ko:K10854;4;0;5;0;0;0;0;0
ko:K10855;2;0;2;0;0;0;0;0
ko:K10856;0;0;0;1;0;0;0;0
ko:K10857;9;9;5;1;0;0;0;0
ko:K10873;0;0;0;0;0;1;0;0
ko:K10896;8;0;0;0;4;6;0;1
ko:K10906;0;0;0;0;0;0;0;0
ko:K10907;57;59;58;61;25;18;19;7
ko:K10908;0;0;0;0;0;0;0;0
ko:K10909;0;0;0;0;0;0;0;0
ko:K10910;0;0;0;3;0;0;0;0
ko:K10912;3;2;4;0;5;0;0;1
ko:K10913;0;0;0;1;0;0;0;0
ko:K10914;672;327;217;292;71;90;93;62
ko:K10915;2;4;4;3;0;2;0;0
ko:K10916;5;6;6;4;0;1;0;0
ko:K10917;0;0;0;0;0;0;0;0
ko:K10918;0;0;0;0;0;0;0;0
ko:K10921;0;0;0;0;0;0;0;0
ko:K10924;55;63;9;1;16;1;2;0
ko:K10925;45;40;9;1;0;0;0;0
ko:K10926;6;18;7;9;4;0;0;0
ko:K10927;38;29;15;12;0;0;0;0
ko:K10930;0;2;0;0;0;0;0;0
ko:K10931;0;2;0;0;0;0;0;0
ko:K10934;0;0;0;0;0;0;0;0
ko:K10936;0;0;0;0;0;0;0;0
ko:K10937;0;0;0;0;0;0;0;0
ko:K10938;0;0;0;0;0;0;0;0
ko:K10939;0;0;0;0;0;0;0;0
ko:K10941;18;12;9;29;21;3;5;3
ko:K10942;1;1;0;2;0;0;0;1
ko:K10943;10;11;21;63;8;4;2;4
ko:K10944;150;78;62;49;289;217;246;49
ko:K10945;0;0;6;20;136;54;73;19
ko:K10946;225;169;121;159;521;339;341;115
ko:K10947;1;8;2;7;9;1;0;1
ko:K10953;2;0;0;2;2;0;0;0
ko:K10954;0;0;0;0;0;0;0;0
ko:K10960;0;3;0;0;0;0;0;0
ko:K10966;0;0;0;0;0;0;0;0
ko:K10972;0;0;0;0;0;0;0;0
ko:K10973;2;0;0;0;0;0;0;0
ko:K10974;5;2;0;0;2;7;2;2
ko:K10975;0;0;0;0;0;0;0;0
ko:K10977;0;0;0;6;0;0;0;0
ko:K10979;144;133;89;82;74;75;77;48
